,age,workclass,education,education-num,marital-status,occupation,relationship,race,native-country,income_over_50K,over40hrs,gender-F/1-M/0
3339,36,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,0,1,Male
32318,22,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
40699,23,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,United-States,0,0,Male
45297,44,Local-gov,12th,8,Married-civ-spouse,Other-service,Other-relative,White,Mexico,0,0,Female
15418,59,Private,9th,5,Married-civ-spouse,Prof-specialty,Spouse,Black,United-States,0,0,Female
21784,21,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Mexico,0,0,Male
9664,37,Private,9th,5,Divorced,Other-service,Not-in-family,White,United-States,0,0,Female
30600,18,Private,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,United-States,0,0,Male
42632,31,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,0,0,Male
28973,48,Local-gov,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,United-States,0,0,Female
28367,66,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,United-States,1,0,Female
37707,36,State-gov,Some-college,10,Never-married,Tech-support,Unmarried,Black,United-States,0,0,Female
16087,48,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
17568,57,Private,10th,6,Married-civ-spouse,Other-service,Spouse,White,United-States,0,0,Male
7492,34,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,United-States,1,0,Male
31432,27,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Spouse,White,El-Salvador,0,0,Male
6263,27,Private,11th,7,Never-married,Craft-repair,Unmarried,Black,United-States,0,1,Male
26413,18,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,United-States,0,0,Male
22090,39,Private,Some-college,10,Divorced,Sales,Unmarried,White,United-States,0,0,Female
38642,43,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
5199,49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
21718,45,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
27783,34,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
4675,74,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,United-States,1,0,Male
23659,23,Private,Some-college,10,Divorced,Other-service,Own-child,White,United-States,0,0,Female
41251,53,Private,1st-4th,2,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,1,Male
37927,46,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,United-States,0,0,Female
2128,57,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,United-States,0,1,Female
16910,49,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
26430,42,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Puerto-Rico,0,0,Female
11404,21,Private,10th,6,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,United-States,0,0,Male
24626,31,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,United-States,0,0,Male
30580,36,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Spouse,Asian-Pac-Islander,United-States,1,1,Male
23708,51,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,0,0,Male
25840,42,Private,Doctorate,16,Married-spouse-absent,Other-service,Not-in-family,White,United-States,1,1,Male
24873,37,Private,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,United-States,0,0,Female
1493,27,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,0,1,Male
44562,35,Private,11th,7,Separated,Other-service,Unmarried,Black,United-States,0,0,Female
5217,46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,1,Male
2660,77,Private,10th,6,Married-civ-spouse,Other-service,Spouse,Black,United-States,0,0,Male
7389,27,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,United-States,0,0,Male
22201,22,Private,10th,6,Separated,Other-service,Unmarried,White,United-States,0,0,Female
17414,37,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Female
36161,28,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,United-States,0,0,Female
2252,30,Private,Some-college,10,Never-married,Exec-managerial,Other-relative,White,United-States,0,0,Female
12499,21,Local-gov,11th,7,Never-married,Other-service,Own-child,Black,United-States,0,0,Male
7937,80,Private,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,United-States,0,0,Female
15703,61,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,United-States,0,0,Female
11039,42,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,United-States,0,0,Female
11494,55,Private,1st-4th,2,Never-married,Other-service,Not-in-family,White,Dominican-Republic,0,0,Male
40799,38,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,United-States,0,0,Female
36985,60,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,1,0,Male
27215,42,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,1,Male
35624,35,Private,Assoc-acdm,12,Married-spouse-absent,Sales,Own-child,Black,United-States,0,0,Female
2069,25,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Thailand,0,0,Female
11519,37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,White,United-States,0,1,Male
20643,20,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,United-States,0,0,Female
6122,50,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
33298,36,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
29987,34,Private,11th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Philippines,0,0,Male
11954,61,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,0,0,Male
10661,26,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,United-States,0,0,Male
33307,36,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,United-States,0,0,Male
38491,54,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Puerto-Rico,1,0,Male
15947,39,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,United-States,0,0,Female
37976,42,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,0,0,Male
48366,42,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,1,Male
22312,61,Self-emp-inc,Bachelors,13,Separated,Sales,Not-in-family,White,United-States,0,0,Female
44430,43,Private,9th,5,Divorced,Transport-moving,Not-in-family,Black,United-States,0,0,Male
28553,41,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,0,1,Female
5796,61,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
2580,38,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,0,Male
11894,54,State-gov,Masters,14,Never-married,Prof-specialty,Unmarried,White,United-States,0,0,Female
9548,43,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,United-States,1,1,Male
43844,28,Private,HS-grad,9,Separated,Prof-specialty,Unmarried,White,United-States,0,0,Female
11707,54,Self-emp-not-inc,Masters,14,Divorced,Prof-specialty,Not-in-family,White,United-States,0,0,Male
34601,38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Female
46021,50,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
14899,58,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
8582,47,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,United-States,0,1,Male
32250,19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,United-States,0,0,Male
2721,21,Private,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Mexico,0,0,Male
15561,50,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Female
2529,53,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
13310,35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
11925,26,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,0,Male
11344,31,Private,Some-college,10,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Philippines,0,0,Male
10577,37,Local-gov,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,United-States,0,0,Female
12080,25,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
8813,23,Private,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,United-States,0,0,Female
47745,32,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
8243,40,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,United-States,0,0,Male
11434,17,Private,5th-6th,3,Never-married,Other-service,Not-in-family,White,United-States,0,0,Male
2441,43,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Spouse,White,United-States,1,1,Male
43394,57,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,0,0,Male
17691,48,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,United-States,0,0,Female
39540,29,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
44695,26,Private,9th,5,Never-married,Other-service,Not-in-family,White,United-States,0,0,Male
38041,41,Private,10th,6,Divorced,Sales,Not-in-family,White,United-States,0,1,Male
23436,52,Private,Masters,14,Divorced,Prof-specialty,Unmarried,White,United-States,1,1,Male
22154,30,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
25361,20,Self-emp-not-inc,10th,6,Never-married,Machine-op-inspct,Own-child,White,United-States,0,0,Male
36867,67,Self-emp-inc,Bachelors,13,Widowed,Other-service,Unmarried,White,United-States,0,0,Female
47550,18,Private,HS-grad,9,Never-married,Sales,Own-child,White,United-States,0,0,Female
20575,28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,United-States,0,1,Female
31695,18,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Female
15941,19,Private,Some-college,10,Never-married,Sales,Own-child,White,United-States,0,0,Female
38411,67,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
21504,61,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,United-States,0,0,Female
23880,43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
41213,29,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,United-States,0,0,Female
16134,51,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
18452,33,Private,HS-grad,9,Separated,Protective-serv,Own-child,White,United-States,0,0,Female
6305,50,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,Black,United-States,0,0,Male
27682,22,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Spouse,Asian-Pac-Islander,United-States,0,0,Male
26417,36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
20422,30,Private,12th,8,Divorced,Machine-op-inspct,Not-in-family,White,United-States,0,0,Male
27466,46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
34973,20,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,United-States,0,1,Female
24625,27,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,United-States,0,1,Female
8858,42,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,United-States,0,1,Male
18924,47,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
25485,37,Private,Bachelors,13,Married-civ-spouse,Tech-support,Spouse,White,United-States,1,1,Male
32577,19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Male
38088,26,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,United-States,0,0,Female
283,31,Private,Some-college,10,Divorced,Tech-support,Unmarried,White,United-States,0,0,Female
13450,35,Private,10th,6,Divorced,Handlers-cleaners,Unmarried,White,United-States,0,1,Female
40921,20,Private,12th,8,Never-married,Machine-op-inspct,Own-child,White,United-States,0,0,Male
11732,41,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,Asian-Pac-Islander,United-States,0,0,Female
26832,38,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,United-States,0,0,Male
28980,39,Private,Some-college,10,Married-civ-spouse,Other-service,Spouse,White,United-States,0,0,Female
42707,37,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
45751,35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
362,57,Private,Some-college,10,Divorced,Handlers-cleaners,Other-relative,White,United-States,0,0,Male
16277,64,Private,HS-grad,9,Widowed,Prof-specialty,Other-relative,Black,United-States,0,0,Male
320,22,Private,Some-college,10,Divorced,Protective-serv,Not-in-family,White,United-States,0,0,Male
38688,45,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,United-States,1,1,Male
22541,42,Private,HS-grad,9,Divorced,Craft-repair,Other-relative,White,United-States,0,0,Female
48707,20,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Male
13695,34,Local-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,United-States,0,0,Male
7603,38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
1304,29,Private,Bachelors,13,Divorced,Tech-support,Not-in-family,White,United-States,0,0,Female
13627,68,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,United-States,1,0,Male
22077,47,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Spouse,White,Germany,1,1,Male
42671,23,Private,Some-college,10,Never-married,Tech-support,Own-child,White,United-States,0,0,Female
19309,22,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,United-States,0,0,Male
1437,42,Federal-gov,Masters,14,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,1,0,Female
5023,24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,United-States,0,1,Male
14953,45,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
28178,47,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
43698,60,Federal-gov,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,England,0,0,Female
8097,17,Private,11th,7,Never-married,Other-service,Own-child,White,United-States,0,0,Female
17406,20,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Female
14533,42,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,Other,Puerto-Rico,0,0,Female
46838,20,State-gov,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,United-States,0,0,Male
20101,24,Self-emp-not-inc,Bachelors,13,Never-married,Farming-fishing,Unmarried,White,United-States,0,1,Male
17049,47,Self-emp-not-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,United-States,0,1,Female
28393,48,Federal-gov,7th-8th,4,Married-spouse-absent,Handlers-cleaners,Unmarried,White,United-States,0,0,Male
32748,25,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,United-States,0,0,Male
27897,52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
26096,20,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,United-States,0,0,Male
16698,30,Private,11th,7,Never-married,Other-service,Own-child,White,United-States,0,0,Female
22754,24,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,0,0,Male
26536,74,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
6194,53,Federal-gov,Bachelors,13,Separated,Adm-clerical,Not-in-family,Black,United-States,0,0,Male
40785,60,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
31671,59,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
27511,66,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
26580,48,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Female
35346,31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
11232,44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,0,0,Female
40564,19,Private,Some-college,10,Divorced,Other-service,Own-child,White,United-States,0,0,Female
9462,44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
16281,39,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Male
31039,32,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,United-States,0,0,Male
41947,37,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
46612,62,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,United-States,0,0,Female
31316,39,Private,12th,8,Married-civ-spouse,Transport-moving,Spouse,White,United-States,1,1,Male
45532,28,Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,United-States,1,1,Female
6084,46,Private,HS-grad,9,Divorced,Other-service,Own-child,White,United-States,0,0,Male
